,Year,Week,SMN,SMT,VCI,TCI,VHI,region
36405,2012,46.0,0.148,275.28,75.4,15.11,45.26,Полтавська
36406,2012,47.0,0.123,272.11,71.2,19.65,45.42,Полтавська
36407,2012,48.0,0.097,268.07,62.39,31.51,46.95,Полтавська
36408,2012,49.0,0.079,264.05,54.0,44.54,49.27,Полтавська
36409,2012,50.0,0.063,260.77,45.63,50.43,48.03,Полтавська
36410,2012,51.0,0.05,257.82,38.01,57.04,47.53,Полтавська
36411,2012,52.0,0.044,255.61,37.86,62.37,50.11,Полтавська
36412,2013,1.0,0.042,252.07,41.68,71.57,56.62,Полтавська
36413,2013,2.0,0.04,252.01,41.6,69.77,55.68,Полтавська
36414,2013,3.0,0.041,252.09,41.74,70.29,56.01,Полтавська
36415,2013,4.0,0.044,253.01,44.76,69.73,57.25,Полтавська
36416,2013,5.0,0.048,255.78,46.82,63.79,55.31,Полтавська
36417,2013,6.0,0.054,258.99,47.1,54.44,50.77,Полтавська
36418,2013,7.0,0.063,262.31,47.3,45.69,46.49,Полтавська
36419,2013,8.0,0.079,266.55,51.41,36.76,44.08,Полтавська
36420,2013,9.0,0.094,270.19,54.69,31.13,42.91,Полтавська
36421,2013,10.0,0.105,272.96,54.26,30.35,42.31,Полтавська
36422,2013,11.0,0.114,274.82,52.42,33.28,42.84,Полтавська
36423,2013,12.0,0.126,277.1,52.44,37.08,44.76,Полтавська
36424,2013,13.0,0.141,279.66,53.65,40.09,46.87,Полтавська
36425,2013,14.0,0.163,283.04,56.35,37.61,46.97,Полтавська
36426,2013,15.0,0.195,286.97,59.17,31.36,45.27,Полтавська
36427,2013,16.0,0.232,290.65,62.1,24.51,43.31,Полтавська
36428,2013,17.0,0.274,293.61,65.45,22.24,43.84,Полтавська
36429,2013,18.0,0.314,295.46,67.53,24.47,45.99,Полтавська
36430,2013,19.0,0.347,296.65,66.24,28.55,47.39,Полтавська
36431,2013,20.0,0.376,297.59,64.55,30.81,47.68,Полтавська
36432,2013,21.0,0.405,298.36,65.95,31.43,48.69,Полтавська
36433,2013,22.0,0.429,298.71,67.83,34.61,51.22,Полтавська
36434,2013,23.0,0.453,298.89,72.58,36.28,54.43,Полтавська
36435,2013,24.0,0.47,299.16,76.3,36.19,56.24,Полтавська
36436,2013,25.0,0.477,299.45,77.38,34.94,56.16,Полтавська
36437,2013,26.0,0.477,299.31,75.68,36.97,56.32,Полтавська
36438,2013,27.0,0.477,299.07,73.48,39.9,56.69,Полтавська
36439,2013,28.0,0.473,298.9,71.05,42.54,56.8,Полтавська
36440,2013,29.0,0.464,298.74,68.45,46.27,57.36,Полтавська
36441,2013,30.0,0.452,298.85,67.2,48.64,57.92,Полтавська
36442,2013,31.0,0.436,299.03,65.19,48.27,56.73,Полтавська
36443,2013,32.0,0.41,298.85,60.66,48.23,54.44,Полтавська
36444,2013,33.0,0.381,298.25,55.65,50.01,52.83,Полтавська
36445,2013,34.0,0.349,297.08,49.69,53.17,51.43,Полтавська
36446,2013,35.0,0.312,294.9,42.32,64.19,53.26,Полтавська
36447,2013,36.0,0.276,292.59,35.1,72.77,53.94,Полтавська
36448,2013,37.0,0.247,290.65,30.96,75.74,53.35,Полтавська
36449,2013,38.0,0.223,288.95,28.66,77.61,53.13,Полтавська
36450,2013,39.0,0.205,287.43,28.7,73.56,51.13,Полтавська
36451,2013,40.0,0.19,285.8,29.86,67.28,48.58,Полтавська
36452,2013,41.0,0.176,284.11,32.65,59.8,46.24,Полтавська
36453,2013,42.0,0.161,282.23,36.76,51.0,43.88,Полтавська
36454,2013,43.0,0.149,280.94,42.11,35.32,38.71,Полтавська
36455,2013,44.0,0.135,279.63,45.7,20.17,32.92,Полтавська
36456,2013,45.0,0.138,278.75,57.13,9.6,33.35,Полтавська
36457,2013,46.0,0.125,276.64,60.24,8.98,34.59,Полтавська
36458,2013,47.0,0.111,274.05,61.96,10.44,36.18,Полтавська
36459,2013,48.0,0.095,270.64,60.49,17.61,39.04,Полтавська
36460,2013,49.0,0.079,267.13,54.08,28.1,41.09,Полтавська
36461,2013,50.0,0.067,264.91,48.73,30.47,39.6,Полтавська
36462,2013,51.0,0.058,262.67,45.97,34.62,40.29,Полтавська
36463,2013,52.0,0.053,260.79,47.83,38.93,43.38,Полтавська
36464,2014,1.0,0.051,258.85,53.44,43.86,48.65,Полтавська
36465,2014,2.0,0.051,257.84,55.07,46.5,50.79,Полтавська
36466,2014,3.0,0.054,257.47,57.54,49.25,53.4,Полтавська
36467,2014,4.0,0.059,258.31,61.87,49.39,55.63,Полтавська
36468,2014,5.0,0.065,260.85,64.2,44.67,54.44,Полтавська
36469,2014,6.0,0.072,264.24,63.7,35.66,49.68,Полтавська
36470,2014,7.0,0.08,267.77,61.17,27.33,44.25,Полтавська
36471,2014,8.0,0.093,272.02,61.79,18.71,40.25,Полтавська
36472,2014,9.0,0.11,276.14,65.12,11.72,38.42,Полтавська
36473,2014,10.0,0.129,280.05,68.11,6.67,37.39,Полтавська
36474,2014,11.0,0.146,283.1,69.38,4.01,36.69,Полтавська
36475,2014,12.0,0.164,285.58,71.12,3.95,37.53,Полтавська
36476,2014,13.0,0.18,287.56,72.1,5.2,38.65,Полтавська
36477,2014,14.0,0.199,289.43,72.73,6.22,39.48,Полтавська
36478,2014,15.0,0.222,291.22,71.39,7.58,39.48,Полтавська
36479,2014,16.0,0.253,293.19,70.93,8.67,39.8,Полтавська
36480,2014,17.0,0.289,295.02,71.82,12.41,42.11,Полтавська
36481,2014,18.0,0.324,296.34,71.78,17.67,44.73,Полтавська
36482,2014,19.0,0.357,297.57,70.56,20.41,45.49,Полтавська
36483,2014,20.0,0.385,298.06,68.38,26.28,47.33,Полтавська
36484,2014,21.0,0.41,297.84,68.94,36.63,52.78,Полтавська
36485,2014,22.0,0.434,297.79,70.82,43.68,57.25,Полтавська
36486,2014,23.0,0.461,298.0,77.65,45.09,61.37,Полтавська
36487,2014,24.0,0.48,298.02,82.02,47.39,64.7,Полтавська
36488,2014,25.0,0.487,297.91,83.35,50.18,66.76,Полтавська
36489,2014,26.0,0.489,297.84,82.41,51.57,66.99,Полтавська
36490,2014,27.0,0.491,298.14,80.69,49.01,64.85,Полтавська
36491,2014,28.0,0.488,298.5,78.14,46.41,62.27,Полтавська
36492,2014,29.0,0.479,299.15,75.55,41.87,58.71,Полтавська
36493,2014,30.0,0.464,299.85,72.64,38.17,55.41,Полтавська
36494,2014,31.0,0.442,300.33,68.28,34.86,51.57,Полтавська
36495,2014,32.0,0.415,300.54,63.25,30.87,47.06,Полтавська
36496,2014,33.0,0.386,300.15,58.11,30.23,44.17,Полтавська
36497,2014,34.0,0.357,299.43,53.85,27.95,40.9,Полтавська
36498,2014,35.0,0.329,298.42,50.49,25.39,37.94,Полтавська
36499,2014,36.0,0.303,297.09,48.15,23.88,36.01,Полтавська
36500,2014,37.0,0.28,295.75,46.42,20.72,33.57,Полтавська
36501,2014,38.0,0.255,294.23,44.18,21.6,32.89,Полтавська
36502,2014,39.0,0.233,292.07,42.13,23.7,32.91,Полтавська
36503,2014,40.0,0.215,289.64,42.28,25.47,33.88,Полтавська
36504,2014,41.0,0.198,287.16,44.22,26.49,35.36,Полтавська
36505,2014,42.0,0.18,284.57,46.57,27.09,36.84,Полтавська
36506,2014,43.0,0.162,282.52,49.41,21.5,35.46,Полтавська
36507,2014,44.0,0.142,280.5,50.1,13.75,31.92,Полтавська
36508,2014,45.0,0.138,278.3,57.37,12.67,35.01,Полтавська
36509,2014,46.0,0.118,274.98,55.76,18.59,37.16,Полтавська
36510,2014,47.0,0.101,271.79,53.97,22.45,38.18,Полтавська
36511,2014,48.0,0.085,268.68,52.02,27.56,39.78,Полтавська
36512,2014,49.0,0.073,265.31,48.61,36.8,42.71,Полтавська
36513,2014,50.0,0.063,262.75,45.39,40.49,42.94,Полтавська
36514,2014,51.0,0.056,260.76,44.44,43.17,43.81,Полтавська
36515,2014,52.0,0.051,259.25,46.37,45.61,45.99,Полтавська
36516,2015,1.0,0.049,257.66,50.64,48.74,49.69,Полтавська
36517,2015,2.0,0.046,256.64,48.56,51.16,49.86,Полтавська
36518,2015,3.0,0.044,256.18,46.22,54.11,50.16,Полтавська
36519,2015,4.0,0.046,257.08,47.39,53.91,50.65,Полтавська
36520,2015,5.0,0.049,259.01,47.14,51.58,49.36,Полтавська
36521,2015,6.0,0.051,260.61,44.0,48.61,46.31,Полтавська
36522,2015,7.0,0.055,262.59,40.56,44.62,42.59,Полтавська
36523,2015,8.0,0.066,266.8,42.68,35.78,39.23,Полтавська
36524,2015,9.0,0.081,271.51,47.27,26.62,36.94,Полтавська
36525,2015,10.0,0.099,276.13,51.07,19.6,35.33,Полтавська
36526,2015,11.0,0.114,279.01,52.96,18.25,35.6,Полтавська
36527,2015,12.0,0.131,281.47,55.05,19.69,37.37,Полтавська
36528,2015,13.0,0.147,283.81,56.78,21.36,39.07,Полтавська
36529,2015,14.0,0.167,286.38,58.62,20.64,39.63,Полтавська
36530,2015,15.0,0.193,289.18,58.79,18.17,38.48,Полтавська
36531,2015,16.0,0.225,292.05,59.61,15.01,37.31,Полтавська
36532,2015,17.0,0.264,294.65,61.76,14.44,38.1,Полтавська
36533,2015,18.0,0.301,296.22,63.09,18.03,40.56,Полтавська
36534,2015,19.0,0.335,296.89,61.55,26.04,43.8,Полтавська
36535,2015,20.0,0.369,297.73,61.6,29.2,45.4,Полтавська
36536,2015,21.0,0.406,299.17,66.68,22.84,44.76,Полтавська
36537,2015,22.0,0.434,299.67,71.12,24.87,47.99,Полтавська
36538,2015,23.0,0.461,299.79,77.7,27.2,52.45,Полтавська
36539,2015,24.0,0.482,299.63,83.39,31.29,57.34,Полтавська
36540,2015,25.0,0.491,299.05,85.9,38.68,62.29,Полтавська
36541,2015,26.0,0.498,298.45,87.11,45.47,66.29,Полтавська
36542,2015,27.0,0.506,298.09,88.56,49.44,69.0,Полтавська
36543,2015,28.0,0.512,298.07,89.23,50.64,69.93,Полтавська
36544,2015,29.0,0.51,298.2,89.2,51.62,70.41,Полтавська
36545,2015,30.0,0.503,298.52,88.9,51.75,70.32,Полтавська
36546,2015,31.0,0.488,298.82,87.72,50.17,68.95,Полтавська
36547,2015,32.0,0.462,298.99,84.36,46.6,65.48,Полтавська
36548,2015,33.0,0.434,299.01,80.28,41.94,61.11,Полтавська
36549,2015,34.0,0.402,298.73,75.23,35.32,55.28,Полтавська
36550,2015,35.0,0.366,298.17,68.42,27.93,48.17,Полтавська
36551,2015,36.0,0.329,297.52,60.95,19.12,40.03,Полтавська
36552,2015,37.0,0.299,296.52,56.08,12.3,34.19,Полтавська
36553,2015,38.0,0.274,295.37,53.23,9.45,31.34,Полтавська
36554,2015,39.0,0.247,293.19,49.27,11.6,30.43,Полтавська
36555,2015,40.0,0.223,290.0,46.51,21.74,34.12,Полтавська
36556,2015,41.0,0.202,287.06,46.73,27.73,37.24,Полтавська
36557,2015,42.0,0.18,284.38,47.37,29.04,38.2,Полтавська
36558,2015,43.0,0.156,281.5,46.52,30.55,38.53,Полтавська
36559,2015,44.0,0.129,278.67,42.76,27.64,35.19,Полтавська
36560,2015,45.0,0.116,275.69,43.67,28.89,36.27,Полтавська
36561,2015,46.0,0.098,272.08,41.8,34.1,37.93,Полтавська
36562,2015,47.0,0.083,268.73,40.18,37.4,38.76,Полтавська
36563,2015,48.0,0.071,265.96,39.32,39.93,39.61,Полтавська
36564,2015,49.0,0.062,263.55,37.13,44.2,40.66,Полтавська
36565,2015,50.0,0.055,261.62,36.47,45.05,40.76,Полтавська
36566,2015,51.0,0.051,259.4,37.89,48.74,43.32,Полтавська
36567,2015,52.0,0.046,256.83,39.73,55.57,47.65,Полтавська
36568,2016,1.0,0.043,253.59,43.7,65.21,54.46,Полтавська
36569,2016,2.0,0.042,252.18,43.88,68.85,56.37,Полтавська
36570,2016,3.0,0.043,252.08,44.56,69.94,57.25,Полтавська
36571,2016,4.0,0.045,253.06,45.54,69.02,57.28,Полтавська
36572,2016,5.0,0.048,256.45,46.04,60.78,53.41,Полтавська
36573,2016,6.0,0.052,260.71,45.39,47.74,46.57,Полтавська
36574,2016,7.0,0.058,264.92,43.42,36.33,39.87,Полтавська
36575,2016,8.0,0.067,268.83,43.19,28.61,35.9,Полтавська
36576,2016,9.0,0.075,271.81,43.42,25.11,34.26,Полтавська
36577,2016,10.0,0.082,274.25,41.88,25.28,33.58,Полтавська
36578,2016,11.0,0.108,278.34,49.77,20.24,35.0,Полтавська
36579,2016,12.0,0.126,281.01,52.52,21.28,36.9,Полтавська
36580,2016,13.0,0.145,283.81,55.54,21.53,38.53,Полтавська
36581,2016,14.0,0.167,286.67,58.53,19.67,39.1,Полтавська
36582,2016,15.0,0.193,288.98,59.1,20.02,39.56,Полтавська
36583,2016,16.0,0.226,291.22,60.08,20.85,40.47,Полтавська
36584,2016,17.0,0.26,292.59,60.55,29.6,45.07,Полтавська
36585,2016,18.0,0.29,292.78,59.11,46.28,52.69,Полтавська
36586,2016,19.0,0.319,293.06,55.59,60.91,58.25,Полтавська
36587,2016,20.0,0.349,293.79,53.31,68.19,60.75,Полтавська
36588,2016,21.0,0.38,294.56,54.66,70.65,62.65,Полтавська
36589,2016,22.0,0.408,295.05,57.42,70.98,64.2,Полтавська
36590,2016,23.0,0.437,295.65,63.71,68.42,66.06,Полтавська
36591,2016,24.0,0.464,296.44,72.33,63.33,67.83,Полтавська
36592,2016,25.0,0.484,297.13,81.1,58.16,69.63,Полтавська
36593,2016,26.0,0.494,297.41,85.08,56.1,70.59,Полтавська
36594,2016,27.0,0.504,297.79,87.4,52.64,70.02,Полтавська
36595,2016,28.0,0.509,298.12,88.14,50.33,69.24,Полтавська
36596,2016,29.0,0.507,298.42,88.07,49.52,68.8,Полтавська
36597,2016,30.0,0.499,298.51,87.65,52.01,69.83,Полтавська
36598,2016,31.0,0.486,298.51,86.87,53.39,70.13,Полтавська
36599,2016,32.0,0.466,298.4,86.22,52.63,69.43,Полтавська
36600,2016,33.0,0.443,298.25,85.03,49.85,67.44,Полтавська
36601,2016,34.0,0.416,297.53,81.61,48.31,64.96,Полтавська
36602,2016,35.0,0.386,296.77,77.99,43.59,60.79,Полтавська
36603,2016,36.0,0.358,296.17,74.53,33.76,54.15,Полтавська
36604,2016,37.0,0.324,294.8,68.32,30.75,49.54,Полтавська
36605,2016,38.0,0.289,293.1,60.5,33.36,46.93,Полтавська
36606,2016,39.0,0.253,290.58,52.34,39.47,45.91,Полтавська
36607,2016,40.0,0.224,287.56,46.95,48.08,47.52,Полтавська
36608,2016,41.0,0.2,284.43,45.18,56.39,50.8,Полтавська
36609,2016,42.0,0.174,280.97,43.9,63.93,53.93,Полтавська
36610,2016,43.0,0.15,278.05,43.22,60.69,51.96,Полтавська
36611,2016,44.0,0.13,275.55,42.68,51.12,46.88,Полтавська
36612,2016,45.0,0.122,272.43,46.92,49.93,48.43,Полтавська
36613,2016,46.0,0.103,268.76,44.19,53.46,48.82,Полтавська
36614,2016,47.0,0.083,263.8,39.06,63.63,51.33,Полтавська
36615,2016,48.0,0.07,259.95,37.0,69.95,53.48,Полтавська
36616,2016,49.0,0.062,257.98,36.78,70.4,53.59,Полтавська
36617,2016,50.0,0.053,256.14,33.0,70.18,51.59,Полтавська
36618,2016,51.0,0.046,254.38,32.61,71.39,52.0,Полтавська
36619,2016,52.0,0.042,253.12,34.35,71.87,53.11,Полтавська
36620,2017,1.0,0.04,252.56,38.91,69.84,54.37,Полтавська
36621,2017,2.0,0.039,252.75,39.67,66.9,53.28,Полтавська
36622,2017,3.0,0.039,252.41,39.36,68.84,54.1,Полтавська
36623,2017,4.0,0.04,253.02,40.16,69.34,54.75,Полтавська
36624,2017,5.0,0.043,255.29,40.51,65.33,52.92,Полтавська
36625,2017,6.0,0.047,258.29,40.23,56.51,48.37,Полтавська
36626,2017,7.0,0.054,262.24,39.72,45.51,42.61,Полтавська
36627,2017,8.0,0.066,267.42,42.49,33.5,37.99,Полтавська
36628,2017,9.0,0.083,273.09,48.18,21.29,34.74,Полтавська
36629,2017,10.0,0.099,277.62,51.1,14.41,32.76,Полтавська
36630,2017,11.0,0.115,281.02,53.51,10.95,32.22,Полтавська
36631,2017,12.0,0.134,283.79,56.6,10.49,33.54,Полтавська
36632,2017,13.0,0.154,286.7,59.84,8.63,34.23,Полтавська
36633,2017,14.0,0.174,289.01,61.47,7.89,34.68,Полтавська
36634,2017,15.0,0.198,291.24,60.99,7.08,34.04,Полтавська
36635,2017,16.0,0.227,293.51,60.49,6.32,33.41,Полтавська
36636,2017,17.0,0.257,295.28,59.41,10.39,34.9,Полтавська
36637,2017,18.0,0.289,296.6,58.2,15.57,36.88,Полтавська
36638,2017,19.0,0.319,297.68,55.41,19.59,37.49,Полтавська
36639,2017,20.0,0.347,298.45,52.07,22.9,37.49,Полтавська
36640,2017,21.0,0.373,298.83,51.24,27.09,39.16,Полтавська
36641,2017,22.0,0.395,298.76,49.98,34.39,42.19,Полтавська
36642,2017,23.0,0.417,299.2,51.67,33.48,42.58,Полтавська
36643,2017,24.0,0.438,299.82,56.36,29.85,43.11,Полтавська
36644,2017,25.0,0.452,299.9,62.36,30.62,46.49,Полтавська
36645,2017,26.0,0.461,299.79,66.88,32.2,49.54,Полтавська
36646,2017,27.0,0.471,299.7,70.53,33.37,51.95,Полтавська
36647,2017,28.0,0.473,299.33,71.26,37.98,54.62,Полтавська
36648,2017,29.0,0.473,299.28,72.54,40.55,56.55,Полтавська
36649,2017,30.0,0.469,299.83,74.91,38.31,56.61,Полтавська
36650,2017,31.0,0.457,300.19,74.39,36.04,55.21,Полтавська
36651,2017,32.0,0.435,300.26,72.17,33.45,52.81,Полтавська
36652,2017,33.0,0.406,299.81,67.56,33.52,50.54,Полтавська
36653,2017,34.0,0.373,299.01,61.27,32.25,46.76,Полтавська
36654,2017,35.0,0.34,297.96,55.65,30.31,42.98,Полтавська
36655,2017,36.0,0.311,296.77,51.79,27.21,39.5,Полтавська
36656,2017,37.0,0.286,294.98,49.39,29.13,39.26,Полтавська
36657,2017,38.0,0.258,292.84,45.46,36.77,41.12,Полтавська
36658,2017,39.0,0.23,290.32,41.05,42.94,42.0,Полтавська
36659,2017,40.0,0.203,287.09,36.32,53.79,45.06,Полтавська
36660,2017,41.0,0.168,282.95,29.12,72.76,50.94,Полтавська
36661,2017,42.0,0.142,279.05,26.63,83.13,54.89,Полтавська
36662,2017,43.0,0.12,275.51,26.36,82.28,54.32,Полтавська
36663,2017,44.0,0.102,273.18,26.86,68.71,47.77,Полтавська
36664,2017,45.0,0.094,269.94,29.48,65.88,47.67,Полтавська
36665,2017,46.0,0.08,266.25,28.63,67.62,48.11,Полтавська
36666,2017,47.0,0.068,262.94,28.08,68.04,48.04,Полтавська
36667,2017,48.0,0.059,260.43,28.52,67.62,48.06,Полтавська
36668,2017,49.0,0.053,258.87,29.39,66.34,47.87,Полтавська
36669,2017,50.0,0.047,257.85,28.15,62.55,45.35,Полтавська
36670,2017,51.0,0.044,256.8,30.77,60.65,45.71,Полтавська
36671,2017,52.0,0.043,256.46,35.85,58.96,47.4,Полтавська
36672,2018,1.0,0.043,255.56,43.64,56.12,49.88,Полтавська
36673,2018,2.0,0.044,255.81,45.66,54.75,50.21,Полтавська
36674,2018,3.0,0.046,256.12,47.9,55.27,51.58,Полтавська
36675,2018,4.0,0.048,256.11,49.5,57.01,53.25,Полтавська
36676,2018,5.0,0.049,257.03,47.05,58.96,53.01,Полтавська
36677,2018,6.0,0.051,258.59,43.44,56.61,50.02,Полтавська
36678,2018,7.0,0.054,260.25,38.11,54.18,46.14,Полтавська
36679,2018,8.0,0.059,262.58,35.08,51.76,43.42,Полтавська
36680,2018,9.0,0.062,264.71,33.34,49.29,41.31,Полтавська
36681,2018,10.0,0.064,266.91,30.42,49.59,40.01,Полтавська
36682,2018,11.0,0.069,268.93,28.56,54.42,41.49,Полтавська
36683,2018,12.0,0.085,272.64,31.8,54.63,43.21,Полтавська
36684,2018,13.0,0.107,277.16,37.84,49.46,43.65,Полтавська
36685,2018,14.0,0.141,283.12,46.41,36.97,41.69,Полтавська
36686,2018,15.0,0.178,287.89,51.44,27.1,39.27,Полтавська
36687,2018,16.0,0.217,291.46,56.3,19.17,37.74,Полтавська
36688,2018,17.0,0.257,294.05,59.67,18.97,39.32,Полтавська
36689,2018,18.0,0.298,295.66,62.16,22.85,42.51,Полтавська
36690,2018,19.0,0.336,296.95,62.67,25.83,44.25,Полтавська
36691,2018,20.0,0.371,297.93,62.89,27.8,45.35,Полтавська
36692,2018,21.0,0.404,298.49,66.37,30.3,48.33,Полтавська
36693,2018,22.0,0.433,298.94,70.56,32.5,51.53,Полтавська
36694,2018,23.0,0.457,298.88,75.92,36.45,56.18,Полтавська
36695,2018,24.0,0.479,298.59,82.06,41.84,61.95,Полтавська
36696,2018,25.0,0.493,298.41,87.46,45.22,66.34,Полтавська
36697,2018,26.0,0.5,298.0,89.43,49.93,69.68,Полтавська
36698,2018,27.0,0.506,297.52,89.24,55.16,72.2,Полтавська
36699,2018,28.0,0.508,297.36,88.67,57.87,73.27,Полтавська
36700,2018,29.0,0.506,297.61,88.01,57.73,72.87,Полтавська
36701,2018,30.0,0.496,298.04,86.97,56.61,71.79,Полтавська
36702,2018,31.0,0.48,298.4,85.15,54.22,69.69,Полтавська
36703,2018,32.0,0.458,298.96,83.17,46.69,64.93,Полтавська
36704,2018,33.0,0.43,299.24,79.38,39.36,59.37,Полтавська
36705,2018,34.0,0.399,299.04,73.96,31.99,52.97,Полтавська
36706,2018,35.0,0.365,298.72,68.61,21.68,45.14,Полтавська
36707,2018,36.0,0.333,297.95,62.88,13.88,38.38,Полтавська
36708,2018,37.0,0.303,296.37,58.28,13.1,35.69,Полтавська
36709,2018,38.0,0.278,294.44,55.33,18.63,36.98,Полтавська
36710,2018,39.0,0.258,292.51,54.87,18.45,36.66,Полтавська
36711,2018,40.0,0.24,290.32,55.39,17.64,36.52,Полтавська
36712,2018,41.0,0.219,287.75,55.45,19.73,37.6,Полтавська
36713,2018,42.0,0.196,285.24,56.06,20.09,38.07,Полтавська
36714,2018,43.0,0.171,282.25,55.1,23.72,39.41,Полтавська
36715,2018,44.0,0.145,278.59,52.09,27.91,39.98,Полтавська
36716,2018,45.0,0.133,273.63,54.51,41.82,48.16,Полтавська
36717,2018,46.0,0.11,268.87,49.95,52.06,50.99,Полтавська
36718,2018,47.0,0.088,264.17,44.12,60.54,52.31,Полтавська
36719,2018,48.0,0.068,259.32,36.71,71.93,54.32,Полтавська
36720,2018,49.0,0.053,255.71,29.33,79.95,54.64,Полтавська
36721,2018,50.0,0.043,253.13,23.74,82.83,53.28,Полтавська
36722,2018,51.0,0.039,251.33,24.52,83.89,54.21,Полтавська
36723,2018,52.0,0.036,250.12,27.56,83.67,55.62,Полтавська
36724,2019,1.0,0.035,248.78,33.42,84.39,58.91,Полтавська
36725,2019,2.0,0.034,248.94,34.39,81.34,57.87,Полтавська
36726,2019,3.0,0.035,249.85,35.04,78.39,56.72,Полтавська
36727,2019,4.0,0.037,251.15,37.39,76.01,56.7,Полтавська
36728,2019,5.0,0.042,253.99,39.73,69.75,54.74,Полтавська
36729,2019,6.0,0.046,256.67,39.86,61.9,50.88,Полтавська
36730,2019,7.0,0.054,260.23,39.78,51.88,45.83,Полтавська
36731,2019,8.0,0.067,265.33,43.38,40.07,41.73,Полтавська
36732,2019,9.0,0.083,270.47,47.96,29.46,38.71,Полтавська
36733,2019,10.0,0.1,276.01,51.75,19.45,35.6,Полтавська
36734,2019,11.0,0.119,280.57,55.34,12.15,33.74,Полтавська
36735,2019,12.0,0.138,284.36,58.77,7.88,33.32,Полтавська
36736,2019,13.0,0.155,287.25,60.36,5.8,33.08,Полтавська
36737,2019,14.0,0.175,289.64,62.14,4.49,33.32,Полтавська
36738,2019,15.0,0.2,291.71,61.83,4.23,33.03,Полтавська
36739,2019,16.0,0.229,293.51,61.28,5.99,33.64,Полтавська
36740,2019,17.0,0.263,295.06,61.62,11.36,36.49,Полтавська
36741,2019,18.0,0.298,296.0,62.09,19.64,40.86,Полтавська
36742,2019,19.0,0.334,296.37,61.59,30.56,46.07,Полтавська
36743,2019,20.0,0.371,296.81,62.73,37.99,50.36,Полтавська
36744,2019,21.0,0.406,297.44,67.2,40.38,53.79,Полтавська
36745,2019,22.0,0.436,297.9,72.36,42.31,57.34,Полтавська
36746,2019,23.0,0.463,298.26,79.27,42.18,60.73,Полтавська
36747,2019,24.0,0.484,298.63,85.33,41.08,63.2,Полтавська
36748,2019,25.0,0.493,298.66,87.46,42.47,64.97,Полтавська
36749,2019,26.0,0.495,298.44,86.43,45.44,65.94,Полтавська
36750,2019,27.0,0.497,298.4,84.3,46.16,65.23,Полтавська
36751,2019,28.0,0.493,298.43,80.91,46.8,63.85,Полтавська
36752,2019,29.0,0.482,298.43,77.11,49.04,63.07,Полтавська
36753,2019,30.0,0.466,298.56,73.56,51.14,62.35,Полтавська
36754,2019,31.0,0.445,299.09,69.44,47.08,58.26,Полтавська
36755,2019,32.0,0.419,299.38,65.17,42.22,53.69,Полтавська
36756,2019,33.0,0.392,299.43,60.94,37.32,49.13,Полтавська
36757,2019,34.0,0.363,299.48,56.66,27.08,41.87,Полтавська
36758,2019,35.0,0.331,298.97,51.81,18.72,35.26,Полтавська
36759,2019,36.0,0.3,298.02,46.74,12.99,29.87,Полтавська
36760,2019,37.0,0.271,296.58,42.16,10.91,26.54,Полтавська
36761,2019,38.0,0.244,294.81,38.76,14.81,26.78,Полтавська
36762,2019,39.0,0.221,292.81,36.29,15.18,25.74,Полтавська
36763,2019,40.0,0.199,290.82,34.53,12.12,23.32,Полтавська
36764,2019,41.0,0.181,288.72,35.36,9.07,22.22,Полтавська
36765,2019,42.0,0.158,286.09,35.36,11.18,23.27,Полтавська
36766,2019,43.0,0.134,283.42,34.16,12.91,23.54,Полтавська
36767,2019,44.0,0.115,280.79,34.01,10.9,22.46,Полтавська
36768,2019,45.0,0.111,278.54,40.1,10.44,25.26,Полтавська
36769,2019,46.0,0.097,275.3,40.74,16.06,28.38,Полтавська
36770,2019,47.0,0.083,272.01,39.86,20.6,30.2,Полтавська
36771,2019,48.0,0.073,269.58,40.82,22.64,31.72,Полтавська
36772,2019,49.0,0.064,267.24,39.34,27.52,33.43,Полтавська
36773,2019,50.0,0.056,264.98,36.87,30.06,33.46,Полтавська
36774,2019,51.0,0.053,263.07,40.3,32.67,36.49,Полтавська
36775,2019,52.0,0.051,261.87,45.99,33.98,39.98,Полтавська
36776,2020,1.0,0.051,261.04,52.86,34.21,43.53,Полтавська
36777,2020,2.0,0.051,261.09,55.53,32.47,44.0,Полтавська
36778,2020,3.0,0.054,261.77,57.54,31.27,44.41,Полтавська
36779,2020,4.0,0.057,262.96,59.55,30.42,44.99,Полтавська
36780,2020,5.0,0.063,264.98,61.77,28.33,45.05,Полтавська
36781,2020,6.0,0.071,267.34,63.52,24.13,43.83,Полтавська
36782,2020,7.0,0.082,270.51,62.84,17.65,40.25,Полтавська
36783,2020,8.0,0.098,274.49,65.07,10.04,37.56,Полтавська
36784,2020,9.0,0.116,278.2,69.01,4.5,36.75,Полтавська
36785,2020,10.0,0.132,281.24,70.14,2.16,36.15,Полтавська
36786,2020,11.0,0.147,283.7,70.2,1.27,35.73,Полтавська
36787,2020,12.0,0.163,286.14,70.99,1.1,36.04,Полтавська
36788,2020,13.0,0.176,288.25,70.58,1.52,36.05,Полтавська
36789,2020,14.0,0.19,290.09,69.17,2.31,35.74,Полтавська
36790,2020,15.0,0.206,291.82,64.7,3.59,34.14,Полтавська
36791,2020,16.0,0.224,293.52,59.42,5.9,32.66,Полтавська
36792,2020,17.0,0.248,295.08,55.74,11.35,33.55,Полтавська
